TXNID:236842 | STATUS:REJECTED | LATENCY:92ms
TXNID:936584 | STATUS:FAILURE | LATENCY:132ms
TXNID:587951 | STATUS:REJECTED | LATENCY:34ms
TXNID:562807 | STATUS:FAILURE | LATENCY:125ms
TXNID:634033 | STATUS:FAILURE | LATENCY:178ms
TXNID:456094 | STATUS:SUCCESS | LATENCY:2ms
TXNID:762510 | STATUS:REJECTED | LATENCY:147ms
TXNID:469259 | STATUS:FAILURE | LATENCY:113ms
TXNID:971859 | STATUS:SUCCESS | LATENCY:130ms
TXNID:535469 | STATUS:FAILURE | LATENCY:198ms
TXNID:452479 | STATUS:FAILURE | LATENCY:133ms
TXNID:811011 | STATUS:FAILURE | LATENCY:19ms
TXNID:754960 | STATUS:REJECTED | LATENCY:16ms
TXNID:83817 | STATUS:FAILURE | LATENCY:65ms
TXNID:966597 | STATUS:FAILURE | LATENCY:36ms
TXNID:239591 | STATUS:SUCCESS | LATENCY:66ms
TXNID:295790 | STATUS:PENDING | LATENCY:12ms
TXNID:596293 | STATUS:FAILURE | LATENCY:21ms
TXNID:526449 | STATUS:SUCCESS | LATENCY:52ms
TXNID:146988 | STATUS:REJECTED | LATENCY:173ms
TXNID:299321 | STATUS:FAILURE | LATENCY:87ms
TXNID:913952 | STATUS:PENDING | LATENCY:65ms
TXNID:988678 | STATUS:FAILURE | LATENCY:155ms
TXNID:479559 | STATUS:FAILURE | LATENCY:56ms
TXNID:108277 | STATUS:REJECTED | LATENCY:60ms
TXNID:476935 | STATUS:SUCCESS | LATENCY:152ms
TXNID:570021 | STATUS:REJECTED | LATENCY:116ms
TXNID:850699 | STATUS:SUCCESS | LATENCY:37ms
TXNID:784046 | STATUS:REJECTED | LATENCY:153ms
TXNID:174579 | STATUS:FAILURE | LATENCY:38ms
TXNID:837842 | STATUS:SUCCESS | LATENCY:67ms
TXNID:703405 | STATUS:REJECTED | LATENCY:143ms
TXNID:911504 | STATUS:PENDING | LATENCY:112ms
TXNID:6039 | STATUS:PENDING | LATENCY:18ms
TXNID:974375 | STATUS:PENDING | LATENCY:31ms
TXNID:792823 | STATUS:PENDING | LATENCY:33ms
TXNID:684433 | STATUS:SUCCESS | LATENCY:43ms
TXNID:377800 | STATUS:SUCCESS | LATENCY:165ms
TXNID:994925 | STATUS:PENDING | LATENCY:60ms
TXNID:677209 | STATUS:PENDING | LATENCY:95ms
TXNID:663399 | STATUS:REJECTED | LATENCY:39ms
TXNID:512746 | STATUS:PENDING | LATENCY:175ms
TXNID:243907 | STATUS:PENDING | LATENCY:20ms
TXNID:293811 | STATUS:SUCCESS | LATENCY:7ms
TXNID:365354 | STATUS:FAILURE | LATENCY:109ms
TXNID:170076 | STATUS:FAILURE | LATENCY:160ms
TXNID:396869 | STATUS:REJECTED | LATENCY:152ms
TXNID:684369 | STATUS:PENDING | LATENCY:57ms
TXNID:556012 | STATUS:SUCCESS | LATENCY:86ms
TXNID:913599 | STATUS:SUCCESS | LATENCY:196ms
TXNID:852820 | STATUS:PENDING | LATENCY:137ms
TXNID:600725 | STATUS:SUCCESS | LATENCY:175ms
TXNID:687330 | STATUS:FAILURE | LATENCY:77ms
TXNID:269579 | STATUS:PENDING | LATENCY:40ms
TXNID:529974 | STATUS:PENDING | LATENCY:177ms
TXNID:363112 | STATUS:PENDING | LATENCY:2ms
TXNID:406483 | STATUS:REJECTED | LATENCY:192ms
TXNID:760994 | STATUS:REJECTED | LATENCY:17ms
TXNID:611422 | STATUS:SUCCESS | LATENCY:121ms
TXNID:745698 | STATUS:SUCCESS | LATENCY:72ms
TXNID:802599 | STATUS:SUCCESS | LATENCY:153ms
TXNID:806068 | STATUS:PENDING | LATENCY:14ms
TXNID:711348 | STATUS:REJECTED | LATENCY:116ms
TXNID:506137 | STATUS:REJECTED | LATENCY:20ms
TXNID:983518 | STATUS:PENDING | LATENCY:179ms
TXNID:177289 | STATUS:REJECTED | LATENCY:10ms
TXNID:461421 | STATUS:REJECTED | LATENCY:84ms
TXNID:528021 | STATUS:REJECTED | LATENCY:172ms
TXNID:853175 | STATUS:PENDING | LATENCY:105ms
TXNID:612457 | STATUS:FAILURE | LATENCY:56ms
TXNID:647378 | STATUS:PENDING | LATENCY:8ms
TXNID:999460 | STATUS:SUCCESS | LATENCY:112ms
TXNID:830292 | STATUS:REJECTED | LATENCY:30ms
TXNID:715324 | STATUS:PENDING | LATENCY:84ms
TXNID:371851 | STATUS:FAILURE | LATENCY:126ms
TXNID:2411 | STATUS:FAILURE | LATENCY:47ms
TXNID:724702 | STATUS:PENDING | LATENCY:143ms
TXNID:612399 | STATUS:REJECTED | LATENCY:162ms
TXNID:787568 | STATUS:FAILURE | LATENCY:28ms
TXNID:652902 | STATUS:PENDING | LATENCY:92ms
TXNID:629290 | STATUS:PENDING | LATENCY:182ms
TXNID:160823 | STATUS:SUCCESS | LATENCY:59ms
TXNID:585415 | STATUS:REJECTED | LATENCY:155ms
TXNID:798506 | STATUS:FAILURE | LATENCY:114ms
TXNID:490406 | STATUS:FAILURE | LATENCY:60ms
TXNID:22408 | STATUS:SUCCESS | LATENCY:2ms
TXNID:565057 | STATUS:PENDING | LATENCY:13ms
TXNID:600359 | STATUS:FAILURE | LATENCY:174ms
TXNID:855859 | STATUS:REJECTED | LATENCY:67ms
TXNID:711979 | STATUS:FAILURE | LATENCY:148ms
TXNID:485317 | STATUS:PENDING | LATENCY:13ms
TXNID:807089 | STATUS:FAILURE | LATENCY:60ms
TXNID:295014 | STATUS:FAILURE | LATENCY:85ms
TXNID:849219 | STATUS:SUCCESS | LATENCY:45ms
TXNID:287566 | STATUS:REJECTED | LATENCY:171ms
TXNID:897617 | STATUS:FAILURE | LATENCY:158ms
TXNID:80411 | STATUS:REJECTED | LATENCY:174ms
TXNID:590618 | STATUS:REJECTED | LATENCY:65ms
TXNID:804420 | STATUS:SUCCESS | LATENCY:65ms
TXNID:97109 | STATUS:FAILURE | LATENCY:41ms
TXNID:845243 | STATUS:SUCCESS | LATENCY:115ms
TXNID:844578 | STATUS:SUCCESS | LATENCY:65ms
TXNID:732633 | STATUS:FAILURE | LATENCY:159ms
TXNID:701974 | STATUS:FAILURE | LATENCY:27ms
TXNID:822015 | STATUS:SUCCESS | LATENCY:25ms
TXNID:829413 | STATUS:SUCCESS | LATENCY:14ms
TXNID:910232 | STATUS:PENDING | LATENCY:155ms
TXNID:49232 | STATUS:FAILURE | LATENCY:38ms
TXNID:126416 | STATUS:REJECTED | LATENCY:114ms
TXNID:114559 | STATUS:REJECTED | LATENCY:147ms
TXNID:884041 | STATUS:REJECTED | LATENCY:54ms
TXNID:817100 | STATUS:FAILURE | LATENCY:88ms
TXNID:686495 | STATUS:FAILURE | LATENCY:33ms
TXNID:542971 | STATUS:FAILURE | LATENCY:191ms
TXNID:112098 | STATUS:PENDING | LATENCY:26ms
TXNID:882579 | STATUS:REJECTED | LATENCY:101ms
TXNID:320753 | STATUS:PENDING | LATENCY:101ms
TXNID:418153 | STATUS:REJECTED | LATENCY:119ms
TXNID:293353 | STATUS:SUCCESS | LATENCY:185ms
TXNID:683151 | STATUS:REJECTED | LATENCY:88ms
TXNID:156333 | STATUS:SUCCESS | LATENCY:13ms
TXNID:188344 | STATUS:FAILURE | LATENCY:59ms
TXNID:332316 | STATUS:SUCCESS | LATENCY:154ms
TXNID:647083 | STATUS:REJECTED | LATENCY:84ms
TXNID:962917 | STATUS:PENDING | LATENCY:66ms
TXNID:849526 | STATUS:PENDING | LATENCY:47ms
TXNID:959064 | STATUS:SUCCESS | LATENCY:35ms
TXNID:445677 | STATUS:REJECTED | LATENCY:52ms
TXNID:555040 | STATUS:REJECTED | LATENCY:140ms
TXNID:303612 | STATUS:SUCCESS | LATENCY:41ms
TXNID:209894 | STATUS:PENDING | LATENCY:21ms
TXNID:653929 | STATUS:REJECTED | LATENCY:179ms
TXNID:308941 | STATUS:REJECTED | LATENCY:187ms
TXNID:692939 | STATUS:PENDING | LATENCY:50ms
TXNID:194511 | STATUS:REJECTED | LATENCY:161ms
TXNID:917655 | STATUS:REJECTED | LATENCY:118ms
TXNID:686847 | STATUS:SUCCESS | LATENCY:125ms
TXNID:798364 | STATUS:SUCCESS | LATENCY:6ms
TXNID:72104 | STATUS:SUCCESS | LATENCY:156ms
TXNID:92254 | STATUS:FAILURE | LATENCY:52ms
TXNID:659142 | STATUS:SUCCESS | LATENCY:28ms
TXNID:231603 | STATUS:REJECTED | LATENCY:31ms
TXNID:622364 | STATUS:PENDING | LATENCY:102ms
TXNID:276798 | STATUS:FAILURE | LATENCY:186ms
TXNID:391622 | STATUS:SUCCESS | LATENCY:42ms
TXNID:939824 | STATUS:REJECTED | LATENCY:25ms
TXNID:215090 | STATUS:FAILURE | LATENCY:60ms
TXNID:602519 | STATUS:FAILURE | LATENCY:140ms
TXNID:440750 | STATUS:PENDING | LATENCY:94ms
TXNID:719167 | STATUS:REJECTED | LATENCY:87ms
TXNID:428476 | STATUS:REJECTED | LATENCY:182ms
TXNID:561361 | STATUS:FAILURE | LATENCY:109ms
TXNID:659401 | STATUS:REJECTED | LATENCY:165ms
TXNID:811529 | STATUS:SUCCESS | LATENCY:98ms
TXNID:991128 | STATUS:PENDING | LATENCY:54ms
TXNID:694715 | STATUS:FAILURE | LATENCY:195ms
TXNID:440859 | STATUS:SUCCESS | LATENCY:107ms
TXNID:637405 | STATUS:SUCCESS | LATENCY:77ms
TXNID:793795 | STATUS:FAILURE | LATENCY:11ms
TXNID:969777 | STATUS:PENDING | LATENCY:64ms
TXNID:412062 | STATUS:PENDING | LATENCY:2ms
TXNID:35363 | STATUS:REJECTED | LATENCY:54ms
TXNID:997990 | STATUS:FAILURE | LATENCY:160ms
TXNID:553464 | STATUS:PENDING | LATENCY:76ms
TXNID:337693 | STATUS:FAILURE | LATENCY:57ms
TXNID:486448 | STATUS:PENDING | LATENCY:189ms
TXNID:620204 | STATUS:SUCCESS | LATENCY:125ms
TXNID:392013 | STATUS:FAILURE | LATENCY:62ms
TXNID:395678 | STATUS:FAILURE | LATENCY:117ms
TXNID:904131 | STATUS:PENDING | LATENCY:11ms
TXNID:946165 | STATUS:FAILURE | LATENCY:31ms
TXNID:578268 | STATUS:PENDING | LATENCY:1ms
TXNID:795446 | STATUS:PENDING | LATENCY:49ms
TXNID:735885 | STATUS:REJECTED | LATENCY:165ms
TXNID:54677 | STATUS:FAILURE | LATENCY:72ms
TXNID:216580 | STATUS:FAILURE | LATENCY:131ms
TXNID:516213 | STATUS:SUCCESS | LATENCY:132ms
TXNID:433540 | STATUS:PENDING | LATENCY:34ms
TXNID:398636 | STATUS:FAILURE | LATENCY:19ms
TXNID:456294 | STATUS:REJECTED | LATENCY:123ms
TXNID:427663 | STATUS:REJECTED | LATENCY:111ms
TXNID:799371 | STATUS:REJECTED | LATENCY:83ms
TXNID:291104 | STATUS:FAILURE | LATENCY:33ms
TXNID:555902 | STATUS:PENDING | LATENCY:24ms
TXNID:807314 | STATUS:REJECTED | LATENCY:156ms
TXNID:712749 | STATUS:REJECTED | LATENCY:84ms
TXNID:526752 | STATUS:FAILURE | LATENCY:162ms
TXNID:616796 | STATUS:REJECTED | LATENCY:171ms
TXNID:145670 | STATUS:FAILURE | LATENCY:19ms
TXNID:772092 | STATUS:REJECTED | LATENCY:6ms
TXNID:506904 | STATUS:PENDING | LATENCY:188ms
TXNID:81279 | STATUS:PENDING | LATENCY:99ms
TXNID:560137 | STATUS:PENDING | LATENCY:177ms
TXNID:155503 | STATUS:REJECTED | LATENCY:20ms
TXNID:571423 | STATUS:FAILURE | LATENCY:27ms
TXNID:975833 | STATUS:PENDING | LATENCY:147ms
TXNID:226075 | STATUS:PENDING | LATENCY:180ms
TXNID:543522 | STATUS:SUCCESS | LATENCY:93ms
TXNID:807823 | STATUS:SUCCESS | LATENCY:161ms
TXNID:72164 | STATUS:REJECTED | LATENCY:157ms
TXNID:337355 | STATUS:SUCCESS | LATENCY:170ms
TXNID:228371 | STATUS:PENDING | LATENCY:98ms
TXNID:985374 | STATUS:REJECTED | LATENCY:51ms
TXNID:329827 | STATUS:PENDING | LATENCY:54ms
TXNID:187994 | STATUS:PENDING | LATENCY:59ms
TXNID:959544 | STATUS:SUCCESS | LATENCY:55ms
TXNID:990110 | STATUS:REJECTED | LATENCY:147ms
TXNID:591301 | STATUS:REJECTED | LATENCY:3ms
TXNID:27916 | STATUS:REJECTED | LATENCY:50ms
TXNID:358713 | STATUS:PENDING | LATENCY:150ms
TXNID:135887 | STATUS:FAILURE | LATENCY:82ms
TXNID:977679 | STATUS:SUCCESS | LATENCY:163ms
TXNID:313308 | STATUS:FAILURE | LATENCY:28ms
TXNID:413883 | STATUS:REJECTED | LATENCY:51ms
TXNID:636188 | STATUS:FAILURE | LATENCY:115ms
TXNID:1410 | STATUS:SUCCESS | LATENCY:119ms
TXNID:994145 | STATUS:SUCCESS | LATENCY:55ms
TXNID:552033 | STATUS:FAILURE | LATENCY:44ms
TXNID:980830 | STATUS:PENDING | LATENCY:153ms
TXNID:795239 | STATUS:PENDING | LATENCY:80ms
TXNID:713462 | STATUS:SUCCESS | LATENCY:2ms
TXNID:848209 | STATUS:PENDING | LATENCY:121ms
TXNID:163153 | STATUS:FAILURE | LATENCY:117ms
TXNID:830142 | STATUS:PENDING | LATENCY:104ms
TXNID:841817 | STATUS:PENDING | LATENCY:147ms
TXNID:317894 | STATUS:SUCCESS | LATENCY:89ms
TXNID:468452 | STATUS:REJECTED | LATENCY:174ms
TXNID:6474 | STATUS:SUCCESS | LATENCY:188ms
TXNID:52960 | STATUS:PENDING | LATENCY:23ms
TXNID:499437 | STATUS:REJECTED | LATENCY:30ms
TXNID:763732 | STATUS:FAILURE | LATENCY:17ms
TXNID:997984 | STATUS:REJECTED | LATENCY:93ms
TXNID:19200 | STATUS:SUCCESS | LATENCY:156ms
TXNID:850589 | STATUS:REJECTED | LATENCY:135ms
TXNID:278687 | STATUS:FAILURE | LATENCY:193ms
TXNID:679934 | STATUS:SUCCESS | LATENCY:118ms
TXNID:314798 | STATUS:FAILURE | LATENCY:193ms
TXNID:873857 | STATUS:FAILURE | LATENCY:65ms
TXNID:648450 | STATUS:SUCCESS | LATENCY:35ms
TXNID:645336 | STATUS:FAILURE | LATENCY:69ms
TXNID:413365 | STATUS:PENDING | LATENCY:114ms
TXNID:613612 | STATUS:REJECTED | LATENCY:95ms
TXNID:245987 | STATUS:FAILURE | LATENCY:55ms
TXNID:189242 | STATUS:PENDING | LATENCY:128ms
TXNID:220287 | STATUS:REJECTED | LATENCY:16ms
TXNID:518559 | STATUS:FAILURE | LATENCY:183ms
TXNID:183570 | STATUS:REJECTED | LATENCY:69ms
TXNID:195397 | STATUS:SUCCESS | LATENCY:56ms
TXNID:996288 | STATUS:FAILURE | LATENCY:152ms
TXNID:895142 | STATUS:PENDING | LATENCY:188ms
TXNID:934074 | STATUS:SUCCESS | LATENCY:6ms
TXNID:257614 | STATUS:REJECTED | LATENCY:7ms
TXNID:50589 | STATUS:REJECTED | LATENCY:182ms
TXNID:301369 | STATUS:REJECTED | LATENCY:139ms
TXNID:65894 | STATUS:PENDING | LATENCY:183ms
TXNID:289623 | STATUS:REJECTED | LATENCY:156ms
TXNID:443844 | STATUS:SUCCESS | LATENCY:132ms
TXNID:528143 | STATUS:PENDING | LATENCY:131ms
TXNID:806614 | STATUS:PENDING | LATENCY:173ms
TXNID:930117 | STATUS:PENDING | LATENCY:59ms
TXNID:436938 | STATUS:PENDING | LATENCY:145ms
TXNID:551552 | STATUS:REJECTED | LATENCY:15ms
TXNID:387479 | STATUS:REJECTED | LATENCY:116ms
TXNID:843963 | STATUS:REJECTED | LATENCY:9ms
TXNID:617446 | STATUS:PENDING | LATENCY:97ms
TXNID:648427 | STATUS:PENDING | LATENCY:64ms
TXNID:277707 | STATUS:SUCCESS | LATENCY:33ms
TXNID:926069 | STATUS:PENDING | LATENCY:143ms
TXNID:158383 | STATUS:REJECTED | LATENCY:78ms
TXNID:826119 | STATUS:REJECTED | LATENCY:81ms
TXNID:793180 | STATUS:SUCCESS | LATENCY:172ms
TXNID:373819 | STATUS:PENDING | LATENCY:139ms
TXNID:76002 | STATUS:REJECTED | LATENCY:191ms
TXNID:313866 | STATUS:REJECTED | LATENCY:137ms
TXNID:326854 | STATUS:REJECTED | LATENCY:46ms
TXNID:497771 | STATUS:FAILURE | LATENCY:164ms
TXNID:498637 | STATUS:PENDING | LATENCY:192ms
TXNID:868545 | STATUS:FAILURE | LATENCY:122ms
TXNID:72163 | STATUS:REJECTED | LATENCY:33ms
TXNID:223518 | STATUS:PENDING | LATENCY:91ms
TXNID:850233 | STATUS:REJECTED | LATENCY:136ms
TXNID:544547 | STATUS:SUCCESS | LATENCY:171ms
TXNID:20973 | STATUS:SUCCESS | LATENCY:137ms
TXNID:392561 | STATUS:FAILURE | LATENCY:50ms
TXNID:697931 | STATUS:SUCCESS | LATENCY:150ms
TXNID:701256 | STATUS:REJECTED | LATENCY:48ms
TXNID:912346 | STATUS:PENDING | LATENCY:15ms
TXNID:930451 | STATUS:PENDING | LATENCY:39ms
TXNID:722566 | STATUS:SUCCESS | LATENCY:148ms
TXNID:966582 | STATUS:REJECTED | LATENCY:101ms
TXNID:329384 | STATUS:PENDING | LATENCY:171ms
TXNID:444161 | STATUS:PENDING | LATENCY:103ms
TXNID:81976 | STATUS:SUCCESS | LATENCY:110ms
TXNID:632694 | STATUS:REJECTED | LATENCY:147ms
TXNID:511262 | STATUS:REJECTED | LATENCY:120ms
TXNID:342472 | STATUS:REJECTED | LATENCY:74ms
TXNID:139591 | STATUS:PENDING | LATENCY:116ms
TXNID:786872 | STATUS:SUCCESS | LATENCY:25ms
TXNID:653113 | STATUS:PENDING | LATENCY:147ms
TXNID:325925 | STATUS:SUCCESS | LATENCY:68ms
TXNID:792011 | STATUS:FAILURE | LATENCY:164ms
TXNID:829636 | STATUS:REJECTED | LATENCY:47ms
TXNID:896080 | STATUS:REJECTED | LATENCY:95ms
TXNID:291194 | STATUS:PENDING | LATENCY:15ms
TXNID:148053 | STATUS:SUCCESS | LATENCY:103ms
TXNID:420891 | STATUS:REJECTED | LATENCY:1ms
TXNID:516294 | STATUS:FAILURE | LATENCY:130ms
TXNID:460242 | STATUS:REJECTED | LATENCY:51ms
TXNID:475348 | STATUS:SUCCESS | LATENCY:52ms
TXNID:228833 | STATUS:PENDING | LATENCY:188ms
TXNID:157203 | STATUS:FAILURE | LATENCY:148ms
TXNID:286118 | STATUS:SUCCESS | LATENCY:198ms
TXNID:502558 | STATUS:FAILURE | LATENCY:146ms
TXNID:242561 | STATUS:REJECTED | LATENCY:180ms
TXNID:846490 | STATUS:REJECTED | LATENCY:29ms
TXNID:859766 | STATUS:SUCCESS | LATENCY:116ms
TXNID:271870 | STATUS:SUCCESS | LATENCY:34ms
TXNID:891649 | STATUS:PENDING | LATENCY:160ms
TXNID:631988 | STATUS:REJECTED | LATENCY:58ms
TXNID:508971 | STATUS:REJECTED | LATENCY:69ms
TXNID:956233 | STATUS:FAILURE | LATENCY:158ms
TXNID:415478 | STATUS:FAILURE | LATENCY:96ms
TXNID:524589 | STATUS:SUCCESS | LATENCY:182ms
TXNID:771084 | STATUS:SUCCESS | LATENCY:60ms
TXNID:659401 | STATUS:REJECTED | LATENCY:7ms
TXNID:713736 | STATUS:REJECTED | LATENCY:18ms
TXNID:668995 | STATUS:REJECTED | LATENCY:186ms
TXNID:538514 | STATUS:REJECTED | LATENCY:68ms
TXNID:666387 | STATUS:REJECTED | LATENCY:23ms
TXNID:504773 | STATUS:FAILURE | LATENCY:36ms
TXNID:981423 | STATUS:FAILURE | LATENCY:186ms
TXNID:554193 | STATUS:REJECTED | LATENCY:153ms
TXNID:160460 | STATUS:FAILURE | LATENCY:100ms
TXNID:140614 | STATUS:PENDING | LATENCY:56ms
TXNID:736696 | STATUS:PENDING | LATENCY:60ms
TXNID:691266 | STATUS:FAILURE | LATENCY:112ms
TXNID:876865 | STATUS:PENDING | LATENCY:55ms
TXNID:168969 | STATUS:PENDING | LATENCY:122ms
TXNID:429681 | STATUS:PENDING | LATENCY:154ms
TXNID:225563 | STATUS:PENDING | LATENCY:82ms
TXNID:232569 | STATUS:SUCCESS | LATENCY:133ms
TXNID:642182 | STATUS:REJECTED | LATENCY:40ms
TXNID:24460 | STATUS:FAILURE | LATENCY:110ms
TXNID:787555 | STATUS:SUCCESS | LATENCY:29ms
TXNID:688705 | STATUS:SUCCESS | LATENCY:190ms
TXNID:525056 | STATUS:REJECTED | LATENCY:42ms
TXNID:90894 | STATUS:FAILURE | LATENCY:118ms
TXNID:301974 | STATUS:SUCCESS | LATENCY:96ms
TXNID:137514 | STATUS:SUCCESS | LATENCY:73ms
TXNID:167942 | STATUS:FAILURE | LATENCY:138ms
TXNID:750586 | STATUS:REJECTED | LATENCY:78ms
TXNID:287751 | STATUS:SUCCESS | LATENCY:176ms
TXNID:240197 | STATUS:PENDING | LATENCY:167ms
TXNID:541045 | STATUS:FAILURE | LATENCY:2ms
TXNID:155604 | STATUS:SUCCESS | LATENCY:175ms
TXNID:917466 | STATUS:PENDING | LATENCY:70ms
TXNID:973417 | STATUS:SUCCESS | LATENCY:2ms
TXNID:935083 | STATUS:SUCCESS | LATENCY:104ms
TXNID:789078 | STATUS:SUCCESS | LATENCY:76ms
TXNID:218959 | STATUS:SUCCESS | LATENCY:181ms
TXNID:737516 | STATUS:PENDING | LATENCY:158ms
TXNID:406866 | STATUS:SUCCESS | LATENCY:147ms
TXNID:994871 | STATUS:PENDING | LATENCY:49ms
TXNID:994130 | STATUS:PENDING | LATENCY:54ms
TXNID:302705 | STATUS:SUCCESS | LATENCY:17ms
TXNID:716475 | STATUS:PENDING | LATENCY:28ms
TXNID:92713 | STATUS:PENDING | LATENCY:165ms
TXNID:707216 | STATUS:REJECTED | LATENCY:49ms
TXNID:601736 | STATUS:REJECTED | LATENCY:39ms
TXNID:561943 | STATUS:SUCCESS | LATENCY:153ms
TXNID:855843 | STATUS:REJECTED | LATENCY:187ms
TXNID:894458 | STATUS:SUCCESS | LATENCY:74ms
TXNID:980061 | STATUS:FAILURE | LATENCY:69ms
TXNID:706270 | STATUS:SUCCESS | LATENCY:20ms
TXNID:484107 | STATUS:SUCCESS | LATENCY:193ms
TXNID:699545 | STATUS:REJECTED | LATENCY:151ms
TXNID:826356 | STATUS:PENDING | LATENCY:168ms
TXNID:608299 | STATUS:PENDING | LATENCY:56ms
TXNID:613294 | STATUS:SUCCESS | LATENCY:147ms
TXNID:56109 | STATUS:REJECTED | LATENCY:122ms
TXNID:5704 | STATUS:PENDING | LATENCY:65ms
TXNID:144135 | STATUS:REJECTED | LATENCY:96ms
TXNID:5473 | STATUS:PENDING | LATENCY:1ms
TXNID:958653 | STATUS:FAILURE | LATENCY:163ms
TXNID:917231 | STATUS:PENDING | LATENCY:108ms
TXNID:557738 | STATUS:SUCCESS | LATENCY:41ms
TXNID:529800 | STATUS:PENDING | LATENCY:75ms
TXNID:361640 | STATUS:SUCCESS | LATENCY:39ms
TXNID:737127 | STATUS:FAILURE | LATENCY:61ms
TXNID:260038 | STATUS:PENDING | LATENCY:148ms
TXNID:422944 | STATUS:SUCCESS | LATENCY:146ms
TXNID:662976 | STATUS:FAILURE | LATENCY:71ms
TXNID:340296 | STATUS:FAILURE | LATENCY:105ms
TXNID:342706 | STATUS:REJECTED | LATENCY:170ms
TXNID:216216 | STATUS:FAILURE | LATENCY:142ms
TXNID:411465 | STATUS:PENDING | LATENCY:98ms
TXNID:521907 | STATUS:PENDING | LATENCY:189ms
TXNID:626611 | STATUS:REJECTED | LATENCY:76ms
TXNID:18543 | STATUS:REJECTED | LATENCY:124ms
TXNID:508634 | STATUS:PENDING | LATENCY:97ms
TXNID:434205 | STATUS:REJECTED | LATENCY:126ms
TXNID:680975 | STATUS:PENDING | LATENCY:196ms
TXNID:1668 | STATUS:FAILURE | LATENCY:107ms
TXNID:518547 | STATUS:SUCCESS | LATENCY:39ms
TXNID:587267 | STATUS:SUCCESS | LATENCY:70ms
TXNID:727065 | STATUS:PENDING | LATENCY:77ms
TXNID:570737 | STATUS:FAILURE | LATENCY:163ms
TXNID:674549 | STATUS:FAILURE | LATENCY:121ms
TXNID:466603 | STATUS:PENDING | LATENCY:40ms
TXNID:185134 | STATUS:REJECTED | LATENCY:39ms
TXNID:894595 | STATUS:FAILURE | LATENCY:55ms
TXNID:20691 | STATUS:SUCCESS | LATENCY:118ms
TXNID:593474 | STATUS:REJECTED | LATENCY:89ms
TXNID:226144 | STATUS:FAILURE | LATENCY:0ms
TXNID:798147 | STATUS:FAILURE | LATENCY:105ms
TXNID:668864 | STATUS:SUCCESS | LATENCY:168ms
TXNID:997630 | STATUS:SUCCESS | LATENCY:34ms
TXNID:608697 | STATUS:SUCCESS | LATENCY:152ms
TXNID:721919 | STATUS:SUCCESS | LATENCY:119ms
TXNID:410626 | STATUS:REJECTED | LATENCY:103ms
TXNID:44006 | STATUS:SUCCESS | LATENCY:16ms
TXNID:49632 | STATUS:SUCCESS | LATENCY:177ms
TXNID:871112 | STATUS:SUCCESS | LATENCY:93ms
TXNID:296958 | STATUS:PENDING | LATENCY:79ms
TXNID:229866 | STATUS:SUCCESS | LATENCY:163ms
TXNID:336369 | STATUS:SUCCESS | LATENCY:150ms
TXNID:362068 | STATUS:FAILURE | LATENCY:69ms
TXNID:374856 | STATUS:PENDING | LATENCY:169ms
TXNID:86944 | STATUS:SUCCESS | LATENCY:73ms
TXNID:915335 | STATUS:FAILURE | LATENCY:139ms
TXNID:648084 | STATUS:PENDING | LATENCY:98ms
TXNID:903161 | STATUS:PENDING | LATENCY:192ms
TXNID:937035 | STATUS:SUCCESS | LATENCY:72ms
TXNID:711531 | STATUS:FAILURE | LATENCY:148ms
TXNID:142142 | STATUS:REJECTED | LATENCY:40ms
TXNID:906963 | STATUS:REJECTED | LATENCY:63ms
TXNID:792905 | STATUS:SUCCESS | LATENCY:114ms
TXNID:271786 | STATUS:PENDING | LATENCY:185ms
TXNID:736879 | STATUS:PENDING | LATENCY:27ms
TXNID:160053 | STATUS:REJECTED | LATENCY:180ms
TXNID:782712 | STATUS:PENDING | LATENCY:51ms
TXNID:152247 | STATUS:SUCCESS | LATENCY:88ms
TXNID:7488 | STATUS:FAILURE | LATENCY:23ms
TXNID:774599 | STATUS:SUCCESS | LATENCY:68ms
TXNID:654179 | STATUS:SUCCESS | LATENCY:175ms
TXNID:892332 | STATUS:REJECTED | LATENCY:115ms
TXNID:358998 | STATUS:PENDING | LATENCY:180ms
TXNID:160283 | STATUS:SUCCESS | LATENCY:95ms
TXNID:770315 | STATUS:REJECTED | LATENCY:88ms
TXNID:196859 | STATUS:REJECTED | LATENCY:132ms
TXNID:610890 | STATUS:SUCCESS | LATENCY:102ms
TXNID:484653 | STATUS:FAILURE | LATENCY:87ms
TXNID:310473 | STATUS:PENDING | LATENCY:193ms
TXNID:274541 | STATUS:FAILURE | LATENCY:6ms
TXNID:361218 | STATUS:SUCCESS | LATENCY:27ms
TXNID:370037 | STATUS:SUCCESS | LATENCY:11ms
TXNID:554223 | STATUS:SUCCESS | LATENCY:147ms
TXNID:976363 | STATUS:FAILURE | LATENCY:68ms
TXNID:213776 | STATUS:REJECTED | LATENCY:129ms
TXNID:933872 | STATUS:REJECTED | LATENCY:169ms
TXNID:937563 | STATUS:REJECTED | LATENCY:116ms
TXNID:645204 | STATUS:REJECTED | LATENCY:84ms
TXNID:288147 | STATUS:PENDING | LATENCY:11ms
TXNID:173895 | STATUS:FAILURE | LATENCY:162ms
TXNID:222315 | STATUS:PENDING | LATENCY:103ms
TXNID:59134 | STATUS:FAILURE | LATENCY:91ms
